#{"t_start": 1649571600.107465, "env_id": "SimpleDriving-v0"}
r,l,t
-15.159339,33,34.549132
45.33212,25,34.567113
45.962799,25,34.585406
-8.412417,32,34.608162
-8.344545,26,34.6301
-16.309022,38,34.654776
44.045091,27,34.674336
44.189665,27,34.693846
-6.389571,25,34.712343
-19.049717,40,34.737766
-14.57367,32,34.760169
-7.192935,25,34.778737
-19.490098,39,34.804342
-19.888147,39,34.830353
46.121826,23,34.847822
-7.06269,28,34.871266
-10.390456,34,34.89666
-11.273984,27,34.916834
-14.048411,34,34.939799
-13.975799,29,34.962542
-11.888601,41,34.991583
47.310435,18,35.007801
-15.622188,29,35.028131
-18.29227,41,35.054667
-17.360494,31,35.076448
-14.469352,39,35.102478
-13.595847,35,35.126139
-12.254004,30,35.148606
-9.549925,35,35.174716
-9.251584,28,35.196158
-14.94374,34,35.220219
43.460792,33,35.243711
-5.881477,27,35.263939
-7.820151,29,35.286004
-12.391075,36,35.311022
-12.878075,34,35.334565
-19.288611,41,35.364216
-17.843647,37,35.388986
-11.760731,30,35.410562
-17.452608,39,35.43673
-8.096697,27,35.456448
43.488211,28,35.476354
-10.3101,26,35.495655
45.026872,27,35.515561
-8.574145,24,35.533485
-11.225152,30,35.554624
-12.201629,35,35.577712
-10.382125,26,35.596432
-14.182771,41,35.622573
46.575003,23,35.640362
-10.671477,37,35.664408
44.848795,28,35.683348
-16.089975,34,35.704964
-9.783708,27,35.723432
-10.942168,32,35.744123
-14.083052,41,35.769024
-18.228065,38,35.792799
44.594442,25,35.810374
-6.466653,27,35.829296
-18.019856,42,35.854607
-9.316803,28,35.875308
45.708846,26,35.894866
-9.260015,22,35.910858
-6.006165,27,36.509642
-6.46626,23,36.527047
47.049303,21,36.543953
-16.953091,38,36.567524
44.931538,28,36.586184
-12.992821,26,36.606432
-11.976289,27,36.624686
-6.419243,21,36.639791
46.209697,25,36.656725
-9.936824,30,36.679651
-9.785918,34,36.705175
-8.263369,28,36.724488
-7.454025,30,36.744134
-10.48946,28,36.763174
-8.401094,24,36.781037
-6.641245,29,36.801375
44.622978,30,36.822006
-17.065554,43,36.848443
-9.022401,24,36.86605
-6.823709,21,36.88459
-6.823189,28,36.905333
46.743123,23,36.922788
-22.562076,51,36.952497
-20.249747,44,36.979822
-11.205146,27,36.999085
-12.364457,28,37.018888
-5.14232,24,37.036685
-17.043765,36,37.060476
-12.633821,38,37.084241
45.052705,26,37.102614
-19.480797,40,37.126988
-14.435397,38,37.151909
-16.874779,37,37.176379
-7.770986,29,37.196596
-17.966323,32,37.218291
-21.040713,44,37.245411
45.484028,21,37.262062
-7.014624,28,37.282064
-11.381118,34,37.307747
-16.259367,38,37.331506
-12.599565,31,37.35245
-6.477387,26,37.371894
-6.575174,25,37.390375
-18.29574,34,37.412891
-9.740098,27,37.431512
-7.902031,26,37.450077
-7.828217,26,37.468518
-15.369926,34,37.490313
-20.278367,46,37.517704
-12.268478,26,37.535838
-14.473541,37,37.559014
-11.019792,29,37.578577
-9.503051,26,37.596319
-16.703252,36,37.618344
-8.503846,25,37.635947
-11.098588,32,37.656418
44.877393,27,37.674703
-15.850806,29,37.693912
44.570042,30,37.713537
-19.295824,39,37.737069
-7.973244,28,37.756124
-11.448045,36,37.778357
-15.537544,31,37.798393
45.71952,25,37.815997
-19.629794,42,37.840764
-8.843338,26,37.863164
-18.245168,32,37.886771
-14.574577,28,38.486095
-9.908839,35,38.509585
-6.613223,26,38.52834
-17.95373,38,38.555867
-12.219448,34,38.577812
-13.266483,31,38.59851
-11.972121,36,38.621777
-7.037267,23,38.638668
-19.302113,39,38.662953
-5.908907,20,38.67826
44.092871,29,38.697964
-18.32957,38,38.721595
46.439354,22,38.738042
-14.664394,36,38.760654
-10.386996,38,38.785313
-6.191631,27,38.806279
-4.873676,23,38.825266
-14.835656,35,38.850499
-5.156383,23,38.869799
-7.515185,24,38.889513
-16.702502,40,38.915525
-14.797088,33,38.937548
-10.270906,29,38.957836
45.634991,22,38.974561
-10.48208,30,38.995547
46.790919,22,39.013144
44.08323,32,39.037523
-18.135603,37,39.063568
-8.660857,28,39.085207
-16.24301,34,39.109375
-6.754907,26,39.129617
-9.903473,29,39.149826
-8.870233,31,39.171661
-7.163605,24,39.189537
-14.325513,35,39.212749
-12.317834,38,39.237476
-13.117151,29,39.260653
-17.572806,35,39.283734
44.704864,24,39.301717
-13.10607,38,39.325993
-10.055782,25,39.344646
-6.004694,27,39.364738
44.536482,30,39.386614
-16.241995,34,39.410596
43.80533,28,39.43845
-12.355085,31,39.461662
-12.780107,35,39.486278
-14.734273,31,39.50822
-6.510822,27,39.528071
-16.821687,37,39.552164
-12.184356,33,39.573807
45.056532,26,39.592286
-4.587762,21,39.608173
-8.935331,31,39.629129
-14.5962,33,39.651959
44.978093,28,39.673675
-12.936626,30,39.698239
44.591414,29,39.719608
-13.339627,34,39.742539
45.730794,26,39.761537
44.196678,32,39.783715
-13.660532,33,39.806254
-17.274454,38,39.831104
-10.112222,23,39.848824
-9.996732,33,39.871622
-8.931676,31,39.893506
-8.104388,28,39.912572
-14.299507,42,40.57617
-16.287523,40,40.607038
-14.347406,46,40.636806
-9.60376,30,40.659572
-9.081079,29,40.681999
44.508863,30,40.706322
44.171783,30,40.729452
-15.045258,36,40.756125
44.945903,28,40.77655
-14.871683,39,40.802762
-8.583302,24,40.821078
-12.200294,31,40.843191
-7.804722,24,40.862302
-8.511213,26,40.882074
-19.141278,40,40.909422
41.716093,36,40.93324
44.012262,29,40.95443
43.286791,35,40.977908
-12.783099,30,40.998499
-9.431991,27,41.018535
46.866068,21,41.035125
-11.112405,32,41.05791
-14.814574,41,41.084992
-12.811365,32,41.107655
-14.476299,34,41.130575
-15.864451,31,41.151625
-15.51146,35,41.175546
43.398962,28,41.195961
46.167306,26,41.215611
-8.663442,27,41.235755
-12.50288,29,41.256632
-13.656009,38,41.280967
-12.261116,31,41.304642
43.81086,30,41.330863
-11.96533,36,41.35605
-18.256964,28,41.376384
-16.326535,43,41.404066
-7.457523,29,41.424064
-18.759923,43,41.450338
-13.45418,32,41.471293
43.915095,30,41.491514
45.82947,27,41.51067
46.298138,26,41.528911
-12.371768,33,41.549985
-11.76246,33,41.57166
-8.217283,32,41.596813
-13.075316,29,41.618856
-7.330862,28,41.639135
-15.289028,33,41.66097
45.814284,24,41.679306
-7.745997,28,41.699235
-15.887032,38,41.724104
-9.223608,27,41.743553
-6.593248,27,41.762677
-9.928126,29,41.78226
-9.464716,28,41.800916
-14.496032,29,41.820135
-13.170795,34,41.842425
-10.228418,27,41.860997
44.433005,27,41.880978
-17.672292,37,41.904773
-14.794043,34,41.925942
44.041465,32,41.947438
-8.631552,34,41.969897
-17.901809,35,41.992664
44.081043,31,42.658863
-17.448545,39,42.684776
45.107514,26,42.704021
-18.988393,46,42.732778
45.205128,27,42.752545
-17.166693,42,42.779484
-12.609225,28,42.799578
-12.410229,36,42.822936
-16.142477,40,42.848057
-16.960477,36,42.874185
-10.963953,30,42.898242
-10.461744,23,42.915343
-4.829067,24,42.932918
-14.188378,34,42.954715
-19.25427,41,42.980429
-15.678162,37,43.004756
44.11838,28,43.024651
-14.303422,40,43.049606
45.790728,24,43.067335
-7.14146,20,43.082972
45.985496,25,43.101071
-8.51063,27,43.119957
-9.215157,28,43.139185
-7.387769,28,43.158515
-10.853328,34,43.180348
-14.358167,37,43.203234
-9.392644,26,43.220974
-14.71312,37,43.243659
-12.683777,33,43.264338
44.791798,31,43.284623
-6.010073,22,43.300901
-11.659826,33,43.321644
-11.783385,29,43.34418
-13.995983,33,43.364877
-17.072666,40,43.391778
-12.409879,31,43.415104
44.761396,27,43.436988
45.663918,24,43.456428
45.370674,25,43.475262
-10.040287,26,43.493907
44.931616,27,43.513124
-10.049084,26,43.531919
42.384644,35,43.555025
-16.6465,31,43.575391
-11.371746,31,43.5954
-20.288448,38,43.619407
-14.448752,37,43.64287
-11.067595,34,43.66441
-7.556636,32,43.685037
-14.610041,29,43.704566
-19.773214,47,43.732415
-12.272604,40,43.756722
-19.859484,50,43.787101
46.095201,25,43.805775
-16.619555,35,43.829663
-8.354995,32,43.852928
-19.252571,43,43.882007
-13.071462,30,43.903962
-9.933001,39,43.929684
-7.04896,28,43.949577
-13.213177,36,43.973611
-7.513019,28,43.994044
44.578129,27,44.018321
45.525487,26,44.043231
-21.378919,43,44.709177
-13.333119,30,44.730246
46.590676,22,44.747938
-7.01856,22,44.765268
45.448005,24,44.783527
45.10174,25,44.802401
-10.492229,28,44.822423
-14.61111,30,44.843686
-7.929807,28,44.864993
42.5582,34,44.894198
-11.772981,31,44.920429
-11.206279,31,44.946118
45.658855,25,44.966595
-13.764849,38,44.99193
-15.034935,32,45.014608
-8.628608,26,45.033614
-12.334821,37,45.058061
-6.734126,26,45.077382
-13.443175,28,45.097866
-17.062318,35,45.120906
-11.100967,28,45.140821
-6.091566,26,45.159005
-15.05407,29,45.179119
44.622415,25,45.197907
-14.130424,30,45.218683
46.399243,22,45.235594
-5.198579,24,45.253441
-16.585852,35,45.276342
44.335371,27,45.29939
-11.675529,30,45.322606
45.4561,28,45.342717
44.719933,26,45.361919
-10.531424,34,45.384506
-13.946229,33,45.413455
-9.17032,26,45.432732
-10.585419,30,45.45405
45.115259,25,45.47278
43.658736,34,45.495637
-11.968077,27,45.514932
-9.469935,28,45.534297
-5.915428,24,45.552301
-16.169322,31,45.572557
-11.994803,31,45.591896
-5.650846,25,45.609046
-4.831928,21,45.624839
-16.050061,36,45.647621
46.369466,25,45.665528
-16.356237,37,45.689559
-16.683146,43,45.717675
43.980365,30,45.739114
-10.414149,29,45.759934
-11.66436,29,45.780882
-7.56524,29,45.801135
46.726515,21,45.818075
-6.471492,25,45.83616
-7.333544,25,45.854481
-11.858836,33,45.878842
-15.39048,32,45.904666
-12.775228,35,45.931324
-12.05623,33,45.953007
45.786439,23,45.970969
-14.689364,37,45.995521
-9.424639,30,46.016774
-10.584962,30,46.037697
-13.146422,30,46.058848
-8.725216,29,46.079226
-18.172582,46,46.111692
-7.165917,26,46.132475
45.214951,29,46.154031
45.290694,26,46.176141
45.824772,24,46.936862
-18.338231,38,46.976389
-12.926833,33,47.005111
-13.918455,30,47.031606
-15.772236,30,47.053998
-10.598766,31,47.075165
-11.23346,33,47.097338
-16.736074,41,47.123457
46.201478,22,47.140401
-15.02619,32,47.161979
-6.873171,23,47.179738
45.486188,24,47.197961
46.063943,22,47.21459
-13.116217,32,47.235707
-9.494016,26,47.254551
-17.64937,37,47.278863
-12.371385,34,47.305407
-19.017808,48,47.335802
44.701764,26,47.354967
-10.769427,27,47.374424
42.699243,31,47.395558
-16.975231,33,47.418054
-17.069927,35,47.441627
46.377742,22,47.458702
-6.85196,27,47.47765
46.643006,21,47.493646
-5.417864,23,47.510561
-17.713335,39,47.534872
-18.940834,41,47.559717
45.404638,26,47.583316
-15.516792,34,47.604666
-16.950965,36,47.62713
45.189178,26,47.644643
-7.129441,28,47.66464
-16.089396,33,47.685601
46.305096,21,47.701049
-15.315772,28,47.719806
-8.680612,30,47.739713
-12.542598,33,47.760352
-8.315773,26,47.777588
45.264505,25,47.7945
-10.695582,38,47.816971
-7.179004,25,47.834343
-7.907457,27,47.852051
-6.38864,23,47.868601
-11.086017,30,47.894267
-7.207492,29,47.917468
-5.89333,24,47.936813
-10.516376,28,47.956463
-7.81762,23,47.973949
-4.51449,21,47.990591
-15.21005,37,48.014918
45.750538,23,48.03235
-5.718943,23,48.050023
45.362052,25,48.067795
-14.430089,31,48.088118
-15.091643,34,48.11146
-6.394549,22,48.127762
-11.595334,28,48.14735
-6.310879,22,48.163864
-9.065467,30,48.186602
-15.660972,43,48.216949
-5.689832,24,48.236385
44.088892,27,48.258515
-7.832105,26,48.27857
-13.788951,35,48.305186
-7.733249,24,48.323088
-18.333572,42,48.351262
45.801925,25,48.370733
-10.177992,32,49.026757
-8.558123,23,49.046199
45.175219,25,49.068107
-13.2232,29,49.091733
-18.928271,43,49.124154
45.799974,23,49.142841
-10.863815,32,49.166857
44.322873,26,49.188461
-11.361938,33,49.211542
-15.067913,37,49.237182
-13.774637,35,49.260278
46.284544,23,49.278821
-10.990155,31,49.300253
-6.707739,25,49.319242
-16.953593,40,49.345213
-11.5304,35,49.369834
-5.350547,19,49.385592
-5.817047,24,49.403316
-4.495188,20,49.419335
45.671032,24,49.437058
-8.777796,28,49.457044
-13.299954,33,49.478672
-9.686837,37,49.502949
-5.444306,22,49.519845
-9.395461,27,49.538944
-10.764973,27,49.558175
-5.625594,22,49.573793
-8.036714,28,49.592377
-11.402204,31,49.612461
-6.903382,23,49.629068
-6.343462,25,49.649359
-13.236144,36,49.671619
-13.66998,37,49.695008
45.622416,26,49.717665
-8.680875,34,49.740885
45.036674,27,49.758671
-8.245944,28,49.777983
-14.621763,34,49.79971
-16.686876,32,49.820866
-9.439476,34,49.842716
-9.687995,26,49.860615
-12.394897,29,49.878967
-7.592474,30,49.900573
-13.231294,30,49.923504
-7.884543,29,49.946018
-4.951393,22,49.965786
-12.395609,32,49.988499
-11.209944,29,50.009001
-13.126257,32,50.03217
-11.156317,31,50.055421
-11.052966,30,50.077206
-5.213351,21,50.093874
-5.479778,24,50.111958
-12.758308,32,50.133722
44.846943,25,50.152301
-7.506872,30,50.173291
44.042018,27,50.192326
43.815585,27,50.211738
-6.183217,22,50.228846
-8.340193,28,50.248359
-5.93071,27,50.267831
42.040188,33,50.289456
-14.168356,33,50.311382
-6.298482,24,50.328903
-11.656016,31,50.349996
-12.28697,28,50.372945
44.327668,27,50.393553
-16.514835,39,50.418562
44.893226,26,50.436919
-5.382737,22,50.453706
-5.076911,22,50.470399
-17.635658,44,51.063409
-10.616205,30,51.083931
-10.855437,28,51.103834
46.011804,23,51.12161
-9.756088,30,51.142593
-14.012535,31,51.163445
45.023943,27,51.182468
45.55869,23,51.20012
-18.289379,39,51.225923
-14.508235,34,51.248068
-5.367252,23,51.265311
-13.141109,29,51.285518
-5.182179,21,51.302475
-16.396793,33,51.32591
-17.443946,37,51.35009
-14.543452,35,51.372735
-16.400811,31,51.393561
-9.737492,34,51.4157
-16.593945,38,51.441441
-7.981862,24,51.460273
-8.012085,25,51.478586
-6.300241,27,51.497867
-17.077222,36,51.522276
-15.418304,37,51.547421
-17.645841,43,51.575314
-12.537991,26,51.594695
-7.534407,27,51.6143
-17.594428,43,51.644867
-14.427913,35,51.668375
-16.368613,31,51.690271
-19.346789,41,51.717229
-9.707143,29,51.737861
-16.55482,35,51.76166
-9.025957,33,51.784361
-10.259538,23,51.802626
-13.094897,35,51.827024
-13.208895,29,51.8482
-12.622666,30,51.869309
-14.374911,38,51.894629
-12.100931,30,51.915544
-19.218221,33,51.938597
46.181892,22,51.959322
-11.202785,30,51.980461
-8.986787,23,51.998559
-10.245514,22,52.01608
-6.665953,21,52.033253
45.196399,26,52.05376
-14.9105,38,52.079242
-14.319388,39,52.105338
-18.362862,39,52.131239
-5.243724,21,52.148512
-15.090343,40,52.174857
-18.888075,37,52.198655
-11.764008,34,52.220713
-19.023623,43,52.24655
-11.794209,34,52.267813
-7.985045,27,52.285357
-13.823888,30,52.307024
-4.824339,20,52.327598
-14.16511,32,52.349749
-8.788253,29,52.370872
-18.523444,46,52.399755
46.048907,23,52.417183
-5.549468,23,52.434556
46.216415,24,52.452812
45.845482,25,52.471609
44.429585,27,52.490601
-6.200797,23,53.12706
45.294694,24,53.147086
45.950732,25,53.16787
-13.166379,37,53.192812
-9.630169,33,53.216685
-8.509862,30,53.238953
-12.149567,27,53.26002
-12.614686,26,53.281472
45.584276,24,53.300166
-17.246201,40,53.326367
-14.166509,39,53.351823
46.021247,24,53.370248
-19.03391,42,53.397149
46.335541,22,53.414105
-8.435438,29,53.434184
45.609226,26,53.45309
-11.354519,30,53.474188
-16.991617,40,53.499115
-15.733789,38,53.524731
46.48389,23,53.542168
-12.489406,37,53.565727
-8.117601,27,53.584712
-7.930552,33,53.606908
46.006998,23,53.624328
-12.154456,31,53.645993
-5.797281,24,53.667105
43.902361,27,53.68634
-8.902257,28,53.706043
-7.99057,22,53.722761
-11.591319,29,53.742344
-15.401084,41,53.768802
-11.213988,37,53.793133
-16.193267,36,53.817297
-17.0176,36,53.841591
-6.81181,23,53.859215
-8.118104,29,53.879897
45.134464,27,53.899902
-6.115365,24,53.918734
45.413083,25,53.937534
46.964277,19,53.953315
-15.792668,33,53.975139
-11.83189,31,53.996237
-8.501591,30,54.017123
-16.112407,38,54.041498
-16.131561,37,54.065769
44.839242,26,54.08427
44.232561,26,54.103018
46.015673,26,54.121819
-15.211605,39,54.147236
45.433604,24,54.166026
-10.410332,28,54.186304
45.628717,24,54.204327
-10.868864,30,54.225172
-17.890239,40,54.251076
-8.225289,29,54.271202
-10.719834,31,54.292867
-9.589956,32,54.314644
-17.430331,43,54.341514
-11.557397,30,54.365454
-9.462046,31,54.385869
-10.482379,31,54.406322
-13.307568,31,54.427274
-16.389388,34,54.44931
46.278322,22,54.465369
-14.073643,30,54.485643
-7.6661,22,54.502002
-10.791087,32,54.52308
-13.062534,32,54.54431
43.768689,28,55.145397
-13.278912,34,55.167667
-18.156738,39,55.192234
-10.609521,26,55.21087
-8.777397,26,55.230281
-11.628949,27,55.250053
-6.707923,24,55.269019
-13.882635,35,55.293866
-7.860622,28,55.313417
-7.908164,25,55.331711
-14.145462,34,55.354102
-12.600977,32,55.376663
-14.985395,38,55.401801
-13.583333,35,55.425632
-4.776227,22,55.442391
-8.023968,30,55.463443
-12.694816,40,55.489644
-11.953635,34,55.51239
45.631226,27,55.531996
-12.607681,30,55.555207
-5.147529,20,55.574739
-6.475232,23,55.592346
-10.951295,31,55.613732
-10.247839,32,55.635034
45.677113,24,55.656047
-13.783166,34,55.678347
-15.137396,39,55.703854
44.297666,26,55.722757
-10.835536,32,55.744143
-4.947514,19,55.759788
-17.223597,33,55.781975
45.145261,25,55.800513
-14.263199,37,55.825966
-15.351882,33,55.848349
-10.196106,27,55.867788
-6.486992,25,55.886263
43.698471,30,55.907419
-12.140357,28,55.927275
-6.256815,24,55.944977
-7.523397,29,55.965463
44.914624,23,55.982982
-8.965052,27,56.002284
-9.423968,29,56.022425
-12.769254,27,56.041654
44.883876,25,56.060171
-5.068447,23,56.077763
-9.525127,33,56.100474
-7.602745,30,56.121464
-18.037611,38,56.14661
-9.222752,22,56.16419
-17.498677,36,56.188276
-11.32811,31,56.209717
-10.41845,25,56.22825
-8.212204,32,56.249844
-15.011455,32,56.272616
46.262643,22,56.289919
42.81326,32,56.311876
42.50328,36,56.335687
-5.988889,20,56.354623
-9.322658,34,56.377009
44.60582,25,56.396193
-13.402327,33,56.418157
-10.001156,31,56.439965
46.039352,24,56.458472
-7.070133,22,56.475963
46.25701,23,56.494109
-8.957448,31,56.515541
-18.617428,42,56.543284
-12.689496,25,56.562041
46.519896,22,56.579276
-8.755338,27,57.196256
-7.493213,28,57.216607
-7.74547,22,57.233895
-11.234562,39,57.259432
41.983908,36,57.28378
-9.586006,30,57.305611
-9.827337,32,57.328015
-13.823495,36,57.351659
-10.265218,27,57.371381
-7.124327,22,57.388523
-10.038377,33,57.410612
-4.516489,21,57.426948
-14.286207,39,57.452991
-9.529487,32,57.474147
-11.809798,39,57.49911
-11.914527,29,57.519037
-18.193517,42,57.546749
45.688311,26,57.568581
-6.251538,23,57.586769
-7.645573,28,57.606951
-7.095628,26,57.625688
-7.917027,29,57.645558
-10.941739,35,57.674258
-13.326605,35,57.697717
-16.685243,37,57.722252
-11.557691,30,57.742528
-12.37787,44,57.770925
45.314586,24,57.788982
-19.162751,48,57.819533
-5.619369,25,57.838399
44.380988,31,57.860405
-13.697026,31,57.881932
45.564447,23,57.900551
-18.668073,42,57.928418
-10.976883,29,57.948989
44.384586,29,57.969296
-15.524634,37,57.993601
-7.076378,30,58.014688
-9.965147,36,58.039058
-7.717963,31,58.060574
-4.913259,23,58.077955
-8.688004,34,58.10104
-10.670162,24,58.119386
-14.51484,42,58.14604
44.954421,27,58.165773
-4.92651,21,58.183491
45.358101,26,58.203541
-13.974972,34,58.226416
-11.189465,34,58.24972
42.474323,33,58.27225
44.599884,27,58.291285
-4.834645,22,58.308329
45.523476,24,58.326719
43.68887,28,58.346511
45.336146,27,58.369704
45.210812,25,58.38803
-19.540534,46,58.416587
-19.399718,38,58.440994
45.746078,25,58.45892
-14.38933,37,58.481809
-10.057196,23,58.498634
-8.026863,22,58.516225
46.364958,21,58.532911
-16.789543,37,58.556556
-13.615839,34,58.579607
45.753982,22,58.596881
-5.405481,25,58.615661
-11.16712,32,59.330599
-14.069164,34,59.360566
-11.716917,36,59.396507
-12.683947,23,59.424259
-7.732153,23,59.449612
-8.492061,30,59.476914
-17.404247,44,59.512685
44.979044,28,59.537267
45.496646,27,59.561042
45.580147,24,59.583206
-12.036422,41,59.613297
-6.89829,27,59.634592
-7.055281,26,59.658398
-5.282835,22,59.679035
-14.908488,33,59.706918
-12.095091,35,59.736089
43.624894,34,59.761893
-4.729884,20,59.779041
45.012896,28,59.800294
-12.53298,37,59.826746
-8.948759,25,59.845757
-7.911578,28,59.877684
-7.741907,28,59.902012
-7.936646,21,59.923329
-14.582079,38,59.955308
-5.766717,24,59.979244
-10.903489,38,60.010824
-10.161308,29,60.035801
-15.457892,37,60.066559
-7.25128,25,60.08744
-9.642559,30,60.113555
-16.621524,45,60.146479
-10.126535,31,60.173894
-5.893506,22,60.195559
45.847947,27,60.219021
-18.369828,42,60.263583
-13.502505,35,60.297488
-7.037422,21,60.319093
-12.692997,32,60.345334
-17.00723,42,60.375599
-12.088389,33,60.403776
44.675705,27,60.431468
-16.345483,41,60.465547
-15.44461,42,60.500965
-13.920597,39,60.537369
45.326081,24,60.563212
-10.927008,29,60.590435
-16.884768,40,60.624643
42.624725,30,60.651226
-15.151593,39,60.683964
44.504917,31,60.715356
-5.435327,22,60.740676
-9.866036,32,60.775887
-13.617725,36,60.808141
-15.798055,40,60.843983
-10.323728,34,60.87444
-9.278362,28,60.900356
-8.155105,26,60.93006
-5.993096,24,60.957383
-16.304545,40,60.989368
-5.980867,24,61.011921
-13.368107,35,61.036242
-6.934451,24,61.05498
-10.973187,29,61.075599
-12.880663,38,61.100716
-11.242015,34,61.123879
-13.713539,44,90.705882
42.744883,31,90.730573
42.367343,32,90.752454
-10.67575,39,90.774676
-14.325009,45,90.796813
44.7823,26,90.812085
-14.723728,46,90.834139
-10.19951,37,90.8531
-12.361882,42,90.873573
-13.427583,43,90.894463
-4.076964,19,90.907319
45.683844,24,90.922486
-13.467553,44,90.943883
44.796039,27,90.959391
45.735339,23,90.973987
-4.746986,20,90.987633
-14.147282,45,91.009547
42.382013,32,91.027056
-14.135773,45,91.04925
46.487534,21,91.063137
42.014767,34,91.081364
41.796696,34,91.099854
43.931514,28,91.116403
42.41929,32,91.134138
-15.848922,48,91.157448
45.604697,24,91.172483
-13.873656,44,91.194448
-4.811396,20,91.207995
44.206542,27,91.223966
45.996144,23,91.238517
46.296893,21,91.252392
-15.228979,46,91.274796
-16.48957,49,91.298172
-4.871209,20,91.311746
45.345664,24,91.329631
41.94095,34,91.35044
-4.804058,20,91.366746
-18.049455,51,91.395762
40.718369,37,91.418168
-15.118048,47,91.442048
-10.742656,39,91.463764
40.927656,36,91.484292
40.706252,36,91.504843
44.887279,25,91.521431
-5.848532,20,91.53524
44.091255,28,91.552221
40.334967,37,91.572681
40.295877,38,91.594192
46.35554,21,91.60873
42.638582,32,91.62719
-13.371294,43,91.648924
46.58599,20,91.663074
46.272976,21,91.677724
44.495158,27,91.693928
-11.175507,39,91.714535
-5.973623,20,91.72903
-13.51322,43,91.750725
-16.274507,48,91.774728
-6.997797,21,91.788732
-11.110461,39,91.809301
41.131264,35,91.828199
-4.857926,20,91.84257
-13.508795,44,91.865383
43.527015,30,91.88288
45.323414,25,91.900266
45.232572,25,91.917838
-15.808514,48,91.946253
46.317674,21,91.963768
40.705168,36,91.987483
-12.739417,43,92.013567
-4.614056,20,92.030176
-14.304182,45,92.056063
-16.855002,49,92.080337
43.540518,29,92.097385
-6.019754,20,92.111314
45.063909,25,92.127124
41.17894,36,92.147496
-13.233039,43,92.170053
-15.509737,47,92.193673
40.08869,38,92.214127
-15.360189,46,92.237508
46.076798,23,92.252775
46.666165,20,92.266866
46.053602,23,92.282047
45.358589,25,92.297899
-4.726983,20,92.311705
42.563279,32,92.330845
-12.455957,41,92.355003
-4.954185,21,92.369536
-16.106697,48,92.393412
-15.257762,47,92.41696
46.219634,22,92.431973
-15.362404,47,92.456041
45.474437,23,92.47198
46.590169,20,92.48577
42.731918,32,92.503217
41.187648,35,92.521574
44.594669,27,92.537356
-16.343411,49,92.560605
-13.193421,42,92.581017
