#{"t_start": 1649568369.999021, "env_id": "SimpleDriving-v0"}
r,l,t
-3.318995,1,20.30433
-6.113361,1,20.311703
-4.873395,1,20.319079
-3.689341,1,20.326424
-4.858579,1,20.333788
-4.708212,1,20.34153
-4.859896,1,20.349024
-4.345113,1,20.35633
-4.352521,1,20.363975
-6.045182,1,20.371362
-4.998341,1,20.37869
-3.266083,1,20.386074
-6.790448,1,20.393331
-4.273478,1,20.400514
-4.483124,1,20.407752
-4.183781,1,20.415084
-3.113451,1,20.422438
-4.307286,1,20.429797
-5.992793,1,20.437181
-4.079807,1,20.444497
-5.159226,1,20.451812
-6.067953,1,20.459086
-3.351573,1,20.466476
-4.805566,1,20.473734
-6.286968,1,20.481094
-3.012465,1,20.488748
-3.948907,1,20.495823
-3.571208,1,20.503199
-3.637115,1,20.510605
-4.463089,1,20.517986
-4.555831,1,20.525252
-3.655246,1,20.532644
-4.53407,1,20.539969
-5.739815,1,20.547235
-4.045543,1,20.554485
-6.584925,1,20.561806
-3.331584,1,20.569081
-3.948585,1,20.576299
-5.07046,1,20.583427
-4.210386,1,20.590544
-6.66278,1,20.597652
-3.844141,1,20.604801
-5.286688,1,20.612418
-5.221841,1,20.619553
-6.384653,1,20.626858
-5.731413,1,20.634007
-5.008047,1,20.641184
-5.368351,1,20.648425
-3.214418,1,20.655831
-6.999317,1,20.66328
-6.834743,1,20.672597
-4.89181,1,20.68625
-3.916861,1,20.700771
-5.059444,1,20.711526
-4.888807,1,20.720877
-4.204876,1,20.729298
-4.151852,1,20.736961
-5.160508,1,20.743862
-4.987088,1,20.750519
-3.180437,1,20.757314
-3.333673,1,20.763889
-3.55799,1,20.770368
-5.983999,1,20.777908
-6.855316,1,20.785521
-6.230706,1,20.792957
-5.925086,1,20.800754
-4.925185,1,20.808425
-6.373477,1,20.816045
-5.818536,1,20.823701
-4.41028,1,20.831192
-5.924939,1,20.838326
-3.426597,1,20.845378
-6.156591,1,20.852334
-4.081125,1,20.859326
-6.286278,1,20.866269
-5.772979,1,20.873188
-5.820511,1,20.880629
-6.575799,1,20.887775
-5.001933,1,20.895037
-6.584796,1,20.902299
-4.817799,1,20.909525
-5.400482,1,20.916763
-4.232286,1,20.924013
-3.823456,1,20.931299
-5.621984,1,20.938609
-6.161691,1,20.945872
-3.054824,1,20.953084
-5.877054,1,20.960231
-3.204861,1,20.967187
-4.964233,1,20.973895
-3.09513,1,20.980498
-6.037263,1,20.987129
-4.602856,1,20.993926
-4.334209,1,21.000698
-3.872321,1,21.007551
-6.162603,1,21.014523
-3.482271,1,21.021485
-6.35827,1,21.02871
-3.919585,1,21.036031
-3.925054,1,21.0433
-4.660553,1,21.050944
-3.61014,1,21.058015
-4.898492,1,21.065403
-6.488595,1,21.072797
-6.438898,1,21.080161
-3.32515,1,21.087574
-6.447192,1,21.09496
-3.315178,1,21.102305
-5.244443,1,21.10972
-3.60613,1,21.117177
-5.239337,1,21.124603
-3.437838,1,21.131953
-5.368964,1,21.139264
-4.409772,1,21.146668
-6.042214,1,21.154119
-6.886017,1,21.161519
-4.42676,1,21.168963
-4.444212,1,21.176366
-5.399206,1,21.183768
-6.144879,1,21.191123
-6.982669,1,21.198484
-5.437043,1,21.205804
-5.40543,1,21.213267
-3.338411,1,21.220598
-4.383771,1,21.228041
-6.485495,1,21.235454
-5.248667,1,21.242803
-6.832484,1,21.250141
-6.965981,1,21.257615
-4.067145,1,21.264958
-6.24686,1,21.272243
-4.796989,1,21.279503
-6.591551,1,21.286839
-6.595962,1,21.294145
-6.03718,1,21.301409
-5.026239,1,21.308737
-5.722533,1,21.316029
-3.65526,1,21.323262
-6.469657,1,21.330526
-4.366049,1,21.337866
-3.765292,1,21.345128
-4.044203,1,21.352399
-4.599863,1,21.359772
-5.478641,1,21.367144
-5.824112,1,21.374473
-3.137731,1,21.381742
-4.982964,1,21.389224
-5.860644,1,21.396555
-4.144162,1,21.403851
-5.102417,1,21.411372
-3.515628,1,21.418751
-4.725978,1,21.426134
-4.537036,1,21.433591
-3.938632,1,21.440927
-3.117609,1,21.448331
-6.267025,1,21.455979
-5.839856,1,21.463193
-6.962773,1,21.470738
-3.990171,1,21.478433
-3.004998,1,21.48554
-4.986582,1,21.49293
-5.980095,1,21.5003
-6.289008,1,21.507668
-5.818692,1,21.515111
-5.583085,1,21.522512
-5.100573,1,21.530082
-4.815945,1,21.537655
-6.012012,1,21.545218
-3.834553,1,21.552766
-5.262437,1,21.560287
-5.846769,1,21.568019
-3.546673,1,21.575557
-4.76855,1,21.582799
-3.444092,1,21.59025
-3.311984,1,21.597679
-3.327169,1,21.605059
-4.913568,1,21.612334
-6.330697,1,21.61953
-3.924282,1,21.626739
-4.775632,1,21.633947
-4.162493,1,21.64117
-5.681922,1,21.648419
-5.140612,1,21.655604
-3.110169,1,21.662797
-4.49696,1,21.669909
-4.439254,1,21.676945
-5.51162,1,21.683654
-4.084479,1,21.689865
-3.038771,1,21.696086
-5.432022,1,21.702294
-6.899021,1,21.708509
-6.387369,1,21.714814
-6.40052,1,21.721994
-5.629848,1,21.729938
-5.371955,1,21.737945
-3.344642,1,21.745845
-3.646765,1,21.753528
-5.527983,1,21.7611
-6.896696,1,21.768648
-3.365112,1,21.776112
-3.122213,1,21.783444
-6.731248,1,21.790737
-4.211394,1,21.797909
-4.735067,1,21.805116
-3.6321,1,21.81228
-3.698541,1,21.81936
-4.454594,1,21.825791
-4.451624,1,21.831638
-6.72373,1,21.837599
-6.820438,1,21.843512
-4.603489,1,21.84994
-4.743273,1,21.856714
-6.03631,1,21.862864
-6.665894,1,21.869258
-4.495722,1,21.875404
-4.259206,1,21.882328
-3.075555,1,21.889509
-5.77155,1,21.896717
-3.791915,1,21.904004
-3.489223,1,21.911206
-5.628349,1,21.918488
-3.029649,1,21.925915
-3.770946,1,21.933317
-6.296553,1,21.940649
-3.404378,1,21.948113
-4.770142,1,21.955488
-5.855745,1,21.963002
-5.370709,1,21.970405
-3.255099,1,21.977828
-3.955691,1,21.985402
-3.391544,1,21.992901
-3.374696,1,22.000383
-3.729087,1,22.007839
-4.951363,1,22.015195
-4.5341,1,22.022487
-5.710969,1,22.029963
-4.35596,1,22.037399
-4.404523,1,22.044846
-6.642654,1,22.052647
-3.076637,1,22.059902
-5.815746,1,22.067302
-5.248089,1,22.074974
-4.08154,1,22.082112
-4.719297,1,22.089509
-3.633537,1,22.096881
-6.266584,1,22.104328
-4.693228,1,22.112435
-3.862457,1,22.120017
-3.280074,1,22.127505
-3.971764,1,22.143152
-5.421177,1,22.150761
-5.973769,1,22.158513
-6.979707,1,22.166234
-6.746721,1,22.173952
-3.32687,1,22.181432
-5.422786,1,22.188985
-6.977354,1,22.196488
-6.579551,1,22.204024
-4.854258,1,22.211449
-6.507326,1,22.218877
-4.075643,1,22.226306
-4.183946,1,22.234012
-4.783567,1,22.241528
-5.648735,1,22.249115
-6.660037,1,22.256629
-5.220555,1,22.264239
-3.658044,1,22.271801
-3.398714,1,22.279248
-3.747301,1,22.28662
-3.042378,1,22.294178
-3.141405,1,22.301658
-3.104771,1,22.309044
-3.507706,1,22.316406
-5.196444,1,22.323696
-3.539644,1,22.33099
-3.5014,1,22.338269
-4.869499,1,22.34542
-6.198882,1,22.351929
-4.67605,1,22.35823
-5.1656,1,22.364541
-3.921214,1,22.370864
-6.140799,1,22.377164
-5.260283,1,22.383456
-6.296021,1,22.389767
-6.412851,1,22.396057
-4.54065,1,22.402345
-4.120199,1,22.408665
-3.867891,1,22.414969
-5.683961,1,22.421272
-6.653375,1,22.427476
-5.352812,1,22.433654
-6.70972,1,22.439726
-4.104904,1,22.445764
-5.481506,1,22.451851
-5.27881,1,22.457853
-5.121151,1,22.463774
-4.028777,1,22.469681
-4.035896,1,22.476025
-3.659389,1,22.482154
-4.499375,1,22.488826
-6.065315,1,22.495094
-3.851803,1,22.501107
-4.428911,1,22.507471
-5.547999,1,22.513474
-5.423843,1,22.519648
-3.009723,1,22.525874
-6.335866,1,22.532009
-5.771509,1,22.538092
-4.155598,1,22.54441
-5.681161,1,22.550752
-5.146412,1,22.557755
-4.544555,1,22.564722
-4.033893,1,22.57169
-4.743982,1,22.578763
-4.435914,1,22.586042
-6.020863,1,22.59269
-6.11354,1,22.598743
-6.507816,1,22.604862
-3.501539,1,22.610795
-4.496282,1,22.616773
-3.129971,1,22.622691
-4.322616,1,22.628511
-5.989252,1,22.634561
-5.887229,1,22.640444
-5.590754,1,22.646363
-5.693116,1,22.652316
-3.273612,1,22.658248
-5.76973,1,22.664077
-3.005416,1,22.67001
-4.005876,1,22.676018
-3.842871,1,22.682312
-5.474742,1,22.688837
-3.848595,1,22.695271
-3.938245,1,22.701499
-6.369863,1,22.707734
-6.549961,1,22.713935
-5.925675,1,22.719975
-4.739806,1,22.726463
-3.767648,1,22.732691
-3.884565,1,22.738946
-3.068235,1,22.745108
-3.998254,1,22.751292
-4.583121,1,22.757734
-6.804372,1,22.764222
-4.677006,1,22.770716
-3.067051,1,22.777057
-3.999405,1,22.783339
-6.833215,1,22.790035
-5.893874,1,22.796837
-6.877276,1,22.803408
-3.091237,1,22.809911
-5.705694,1,22.816483
-3.521221,1,22.82304
-3.236042,1,22.82961
-3.076747,1,22.836418
-5.261749,1,22.842944
-4.553056,1,22.849668
-5.059699,1,22.856044
-3.060126,1,22.862388
-4.051691,1,22.868903
-4.425344,1,22.875352
-6.152508,1,22.881744
-4.81037,1,22.888325
-5.259171,1,22.894703
-4.652855,1,22.901055
-3.346129,1,22.907409
-4.474917,1,22.913767
-6.604156,1,22.920326
-3.489914,1,22.927796
-6.918506,1,22.935474
-6.137997,1,22.943252
-3.723125,1,22.950972
-3.703766,1,22.958769
-6.574291,1,22.966586
-3.234547,1,22.974324
-3.303058,1,22.982066
-5.611226,1,22.989795
-5.008309,1,22.997501
-6.924899,1,23.005236
-4.099515,1,23.012014
-3.560872,1,23.018245
-5.510359,1,23.024565
-5.735605,1,23.030989
-5.108867,1,23.037502
-3.488692,1,23.043978
-4.512484,1,23.051241
-4.533044,1,23.057635
-4.7336,1,23.064051
-4.1161,1,23.070508
-5.056941,1,23.076713
-5.843307,1,23.083015
-4.560866,1,23.089269
-3.026844,1,23.095728
-3.000585,1,23.102273
-3.869026,1,23.109515
-6.593402,1,23.116563
-6.926152,1,23.123362
-4.577006,1,23.130456
-6.815304,1,23.137622
-3.866128,1,23.144062
-3.653064,1,23.151744
-3.853701,1,23.159408
-5.891019,1,23.167368
-3.665847,1,23.175704
-5.983393,1,23.183769
-6.69698,1,23.191458
-5.135082,1,23.198753
-5.01458,1,23.205829
-6.279503,1,23.213309
-5.422848,1,23.220836
-6.459362,1,23.229178
-3.633596,1,23.236745
-5.47881,1,23.244588
-5.960907,1,23.252098
-5.717154,1,23.2601
-3.042304,1,23.26811
-5.253086,1,23.276266
-4.713855,1,23.284116
-5.002284,1,23.292188
-6.429566,1,23.300086
-6.560974,1,23.308305
-4.814286,1,23.316242
-3.858295,1,23.324074
-4.885414,1,23.332166
-6.103931,1,23.340188
-5.672179,1,23.348521
-3.206045,1,23.356057
-3.660186,1,23.364201
-4.207224,1,23.371871
-6.323069,1,23.379905
-5.533229,1,23.387467
-5.076346,1,23.395537
-4.537125,1,23.403118
-3.291902,1,23.410666
-3.220614,1,23.418421
-3.494627,1,23.426242
-5.112613,1,23.434149
-6.072586,1,23.442227
-4.936089,1,23.450073
-3.378467,1,23.457961
-3.943982,1,23.465102
-4.161428,1,23.471959
-4.955542,1,23.479339
-3.09414,1,23.487083
-3.911286,1,23.495406
-3.541486,1,23.503202
-6.32862,1,23.510545
-4.550838,1,23.518215
-6.456585,1,23.525878
-6.926735,1,23.533975
-4.350687,1,23.541332
-5.46168,1,23.549
-6.971167,1,23.556164
-5.384981,1,23.563048
-3.120358,1,23.570183
-3.10174,1,23.577371
-5.603641,1,23.585104
-4.941981,1,23.59216
-5.997039,1,23.59872
-3.108129,1,23.605655
-3.526638,1,23.61362
-6.506954,1,23.62165
-5.941775,1,23.629631
-3.465838,1,23.637633
-4.884109,1,23.645887
-3.636128,1,23.653925
-3.560176,1,23.661898
-4.894849,1,23.669913
-4.767866,1,23.67778
-5.006514,1,23.685676
-3.819121,1,23.693735
-3.677343,1,23.701567
-3.816548,1,23.709375
-4.3278,1,23.717207
-5.393234,1,23.725061
-4.83873,1,23.732895
-5.520216,1,23.740726
-4.798646,1,23.748554
-4.44798,1,23.756341
-4.208149,1,23.764087
-6.538294,1,23.771079
-4.786115,1,23.777892
-3.95618,1,23.784773
-5.325594,1,23.791747
-4.304735,1,23.798547
-5.776069,1,23.805439
-5.952194,1,23.812369
-3.07135,1,23.819225
-4.67762,1,23.826199
-4.499376,1,23.833744
-5.055635,1,23.841609
-3.327018,1,23.849425
-4.715653,1,23.857278
-6.133402,1,23.865065
-5.140266,1,23.872959
-4.611006,1,23.880504
-4.848188,1,23.887191
-4.955707,1,23.894457
-4.211665,1,23.901366
-6.393191,1,23.908567
-5.45481,1,23.915425
-5.040713,1,23.922144
-5.688366,1,23.929133
-5.46982,1,23.936031
-3.005108,1,23.942919
-4.994164,1,23.949742
-4.576703,1,23.956497
-6.979859,1,23.96339
-3.028527,1,23.970573
-5.570082,1,23.97717
-3.931846,1,23.983972
-3.723781,1,23.990484
-3.780134,1,23.997399
-4.510055,1,24.004569
-5.482365,1,24.011812
-6.936535,1,24.019351
-3.214585,1,24.026394
-6.616908,1,24.032938
-5.847866,1,24.039921
-6.192926,1,24.04642
-3.124242,1,24.05341
-5.588075,1,24.060226
-6.020015,1,24.066543
-5.613069,1,24.073228
-3.67151,1,24.07986
-3.693461,1,24.087596
-3.836968,1,24.095573
-5.462011,1,24.103366
-5.854471,1,24.110973
-6.273222,1,24.117705
-6.94068,1,24.124328
-6.944782,1,24.131094
-4.258083,1,24.137791
-6.577921,1,24.144678
-4.291466,1,24.151538
-3.839173,1,24.158228
-3.140267,1,24.165036
-6.154359,1,24.171718
-6.010123,1,24.178437
-6.2564,1,24.185676
-6.620117,1,24.192217
-6.366473,1,24.198698
-5.676322,1,24.205127
-4.581211,1,24.211709
-3.103328,1,24.218125
-5.024822,1,24.22459
-5.098097,1,24.231018
-4.10622,1,24.237436
-4.274908,1,24.243937
-4.528392,1,24.250372
-6.85969,1,24.256813
-3.762272,1,24.263232
-5.350078,1,24.269661
-5.198433,1,24.27608
-4.021995,1,24.282508
-6.534323,1,24.28895
-4.069068,1,24.295381
-6.653143,1,24.30183
-3.799631,1,24.308265
-6.260092,1,24.314727
-6.537959,1,24.321176
-5.700765,1,24.32757
-3.975377,1,24.334274
-5.310152,1,24.341394
-5.83497,1,24.348795
-3.709321,1,24.355776
-5.503925,1,24.363037
-6.952992,1,24.370364
-6.323125,1,24.37749
-5.947122,1,24.384776
-4.36369,1,24.392503
-3.023303,1,24.399682
-6.648941,1,24.407062
-5.196105,1,24.414699
-6.573931,1,24.42185
-3.976311,1,24.429176
-6.646028,1,24.43626
-3.495411,1,24.443387
-4.608947,1,24.45071
-5.118026,1,24.458191
-4.661518,1,24.465628
-4.599379,1,24.472985
-5.315283,1,24.480312
-3.832479,1,24.487628
-6.654498,1,24.494947
-5.690465,1,24.502093
-3.350936,1,24.509294
-4.642405,1,24.516686
-4.467549,1,24.524277
-5.089316,1,24.531666
-4.194935,1,24.539025
-6.458752,1,24.546183
-3.349642,1,24.553176
-4.747583,1,24.560618
-4.52725,1,24.567721
-4.98496,1,24.575211
-3.767575,1,24.582463
-3.934546,1,24.589694
-6.635615,1,24.596974
-5.717826,1,24.604389
-6.964517,1,24.611813
-3.12137,1,24.61916
-4.408359,1,24.626255
-4.800975,1,24.633354
-4.820877,1,24.640509
-5.380233,1,24.647624
-4.676366,1,24.654726
-5.682943,1,24.662255
-4.574477,1,24.669333
-3.330705,1,24.676454
-5.449745,1,24.683866
-6.584597,1,24.691235
-5.167166,1,24.698505
-6.888677,1,24.705638
-5.178348,1,24.712922
-5.325358,1,24.720322
-3.804837,1,24.727781
-3.369865,1,24.735257
-6.427154,1,24.742743
-4.261232,1,24.750168
-5.556054,1,24.757624
-3.102734,1,24.764918
-6.560361,1,24.771962
-4.890953,1,24.779074
-6.948542,1,24.786391
-6.020441,1,24.793522
-4.899651,1,24.800693
-5.79928,1,24.808102
-6.230571,1,24.815468
-5.838685,1,24.822931
-5.821819,1,24.830398
-5.591372,1,24.837806
-5.955879,1,24.845141
-6.596245,1,24.852202
-3.349269,1,24.859228
-5.498015,1,24.866209
-5.604694,1,24.873205
-4.122273,1,24.88017
-6.383985,1,24.887376
-6.18052,1,24.894604
-4.406114,1,24.901822
-5.172449,1,24.909038
-3.420324,1,24.916206
-3.068798,1,24.923347
-6.550244,1,24.930349
-3.38262,1,24.937125
-5.863377,1,24.943277
-5.916504,1,24.949486
-3.554154,1,24.955669
-3.417898,1,24.961962
-6.404915,1,24.968128
-6.19014,1,24.974447
-6.609869,1,24.98072
-3.675522,1,24.987419
-4.301579,1,24.99452
-4.519289,1,25.00182
-6.876605,1,25.009069
-5.807162,1,25.016286
-6.130754,1,25.023506
-4.295914,1,25.030647
-4.211638,1,25.037672
-4.171943,1,25.044467
-4.998597,1,25.051401
-3.553542,1,25.058462
-3.086792,1,25.065692
-6.296712,1,25.072934
-3.153639,1,25.08017
-3.225411,1,25.087572
-6.758724,1,25.094671
-6.653236,1,25.101908
-3.314331,1,25.109118
-3.59316,1,25.116377
-5.317397,1,25.123629
-5.877897,1,25.130619
-5.932475,1,25.137535
-3.869279,1,25.14452
-5.864242,1,25.151813
-5.957485,1,25.15912
-5.874257,1,25.166475
-5.851433,1,25.173882
-4.562698,1,25.181366
-5.622392,1,25.188848
-5.037351,1,25.196448
-4.264137,1,25.203979
-3.687592,1,25.2118
-4.86659,1,25.219462
-5.140917,1,25.227177
-4.594573,1,25.234679
-4.805037,1,25.24213
-5.193526,1,25.249604
-4.922229,1,25.256286
-3.461896,1,25.262769
-6.916885,1,25.269326
-4.226176,1,25.275909
-4.863043,1,25.282399
-5.079729,1,25.288969
-3.538964,1,25.295618
-4.417319,1,25.302588
-4.017541,1,25.309341
-6.733581,1,25.315976
-6.176484,1,25.322906
-3.027819,1,25.329512
-6.488986,1,25.336263
-6.628577,1,25.343207
-4.915746,1,25.349838
-4.984868,1,25.356453
-3.627825,1,25.363252
-5.417643,1,25.369831
-6.11294,1,25.376329
-5.411193,1,25.382797
-4.631414,1,25.389302
-6.930927,1,25.395743
-3.994308,1,25.4022
-5.667175,1,25.409031
-5.757985,1,25.415485
-5.830718,1,25.422303
-5.435012,1,25.429656
-5.757916,1,25.436941
-6.299613,1,25.444775
-6.390622,1,25.452091
-5.924175,1,25.45972
-5.277351,1,25.467213
-5.753187,1,25.474898
-4.116238,1,25.482318
-4.603844,1,25.489528
-4.93458,1,25.496894
-3.364286,1,25.504287
-6.373205,1,25.512015
-6.702026,1,25.519303
-4.223504,1,25.527038
-4.624883,1,25.534619
-6.53394,1,25.542139
-3.985698,1,25.549734
-6.713074,1,25.557338
-4.56344,1,25.564904
-3.486953,1,25.57226
-6.921038,1,25.579726
-4.327586,1,25.58693
-6.508248,1,25.594728
-6.499257,1,25.602093
-4.071086,1,25.609521
-5.520274,1,25.61701
-4.96021,1,25.624732
-6.637914,1,25.632295
-6.000517,1,25.639586
-6.44394,1,25.646965
-3.691812,1,25.654458
-3.375213,1,25.662201
-6.527305,1,25.669903
-6.470808,1,25.677848
-6.39226,1,25.685362
-5.896925,1,25.692639
-6.974799,1,25.699932
-4.440031,1,25.707564
-3.298197,1,25.715042
-3.809932,1,25.722267
-4.697546,1,25.729367
-3.013422,1,25.736493
-6.909279,1,25.7436
-5.324039,1,25.750907
-3.803654,1,25.758155
-6.129989,1,25.76554
-4.156177,1,25.772843
-5.559094,1,25.780217
-3.126306,1,25.787654
-4.764614,1,25.794951
-3.115461,1,25.802339
-6.624721,1,25.809625
-6.544646,1,25.817393
-5.78021,1,25.825503
-5.319649,1,25.833362
-6.192347,1,25.841558
-6.331802,1,25.849919
-6.495,1,25.857821
-5.582385,1,25.865715
-5.012745,1,25.873755
-4.687881,1,25.881422
-4.017253,1,25.888811
-4.357929,1,25.896616
-4.296476,1,25.904194
-4.261814,1,25.912172
-6.680523,1,25.919883
-4.503534,1,25.927797
-4.550469,1,25.935581
-5.171949,1,25.943454
-5.437405,1,25.95115
-6.571381,1,25.958664
-3.820658,1,25.966104
-3.450823,1,25.973649
-6.949565,1,25.981285
-5.139169,1,25.988652
-5.014606,1,25.996069
-3.701194,1,26.003582
-5.993177,1,26.011441
-3.676675,1,26.019027
-4.954,1,26.027401
-4.75002,1,26.035074
-4.715337,1,26.042919
-6.039428,1,26.05055
-6.83897,1,26.058253
-5.961371,1,26.066084
-5.995447,1,26.073805
-5.185062,1,26.081721
-3.506947,1,26.089065
-3.080278,1,26.096616
-4.179279,1,26.104165
-3.905427,1,26.112293
-4.164374,1,26.119637
-4.827558,1,26.127317
-4.430913,1,26.134984
-5.806287,1,26.143599
-6.853829,1,26.151025
-3.809597,1,26.158774
-5.460404,1,26.16669
-6.647131,1,26.174293
-5.361935,1,26.18214
-5.484322,1,26.189862
-6.913641,1,26.197584
-5.18852,1,26.205232
-6.959799,1,26.212889
-3.372935,1,26.220595
-6.236452,1,26.228614
-4.736542,1,26.235936
-6.088874,1,26.24371
-5.366199,1,26.251791
-3.986478,1,26.259372
-4.581548,1,26.267209
-4.412266,1,26.275054
-3.50085,1,26.282893
-6.188489,1,26.290791
-3.178456,1,26.298699
-3.134904,1,26.306691
-3.472025,1,26.314282
-5.708779,1,26.321815
-6.684794,1,26.329804
-5.879978,1,26.337854
-4.979226,1,26.345709
-5.235694,1,26.353256
-3.001652,1,26.36115
-4.661344,1,26.368857
-4.91965,1,26.376328
-4.115748,1,26.38413
-3.552598,1,26.391822
-5.827455,1,26.399626
-4.643616,1,26.407399
-3.300087,1,26.415187
-6.570686,1,26.422745
-6.053781,1,26.430401
-6.033219,1,26.438128
-5.794729,1,26.445841
-3.739368,1,26.453823
-4.873103,1,26.462092
-4.126422,1,26.469632
-6.956311,1,26.477379
-3.888813,1,26.485128
-3.294517,1,26.493116
-4.854267,1,26.500843
-6.622858,1,26.508761
-5.020314,1,26.516249
-3.681868,1,26.523744
-3.102335,1,26.532014
-6.471677,1,26.539565
-3.367049,1,26.547618
-5.779164,1,26.555156
-5.733707,1,26.563102
-6.821951,1,26.570571
-5.599698,1,26.57841
-3.827803,1,26.586192
-4.28698,1,26.594067
-6.240445,1,26.60172
-3.91819,1,26.609769
-4.703272,1,26.617611
-3.21889,1,26.6255
-3.78948,1,26.633267
-3.83596,1,26.640907
-4.154114,1,26.648786
-5.719461,1,26.656561
-4.15742,1,26.664655
-3.908866,1,26.672203
-4.505512,1,26.680179
-3.874374,1,26.688248
-6.688579,1,26.696198
-3.719041,1,26.704066
-4.31278,1,26.71194
-4.02058,1,26.719679
-3.655929,1,26.727707
-4.930365,1,26.735154
-3.086163,1,26.742783
-4.906278,1,26.750031
-3.848076,1,26.75732
-6.706076,1,26.76471
-5.214669,1,26.772428
-3.597188,1,26.779852
-4.752229,1,26.787434
-3.212329,1,26.794901
-4.814124,1,26.802105
-4.640691,1,26.80941
-3.449911,1,26.816809
-6.390204,1,26.82424
-4.998128,1,26.831534
-4.471392,1,26.83876
-4.90097,1,26.846199
-4.944003,1,26.853481
-4.829751,1,26.861026
-5.110123,1,26.869062
-4.329717,1,26.876503
-5.300139,1,26.883986
-4.540626,1,26.891699
-5.481382,1,26.899705
-4.962623,1,26.907257
-5.910034,1,26.91529
-3.550451,1,26.922405
-4.374547,1,26.929872
-4.812742,1,26.937457
-5.209459,1,26.945349
-6.603876,1,26.952945
-5.891987,1,26.960704
-4.000583,1,26.968544
-3.243975,1,26.976108
-5.363398,1,26.983699
-5.127319,1,26.991438
-6.23607,1,26.999112
-3.87134,1,27.006643
-6.631634,1,27.014451
-4.363152,1,27.021998
-3.84935,1,27.029545
-5.059886,1,27.037192
-6.916269,1,27.044994
-3.590718,1,27.052525
-4.738195,1,27.060318
-6.240113,1,27.067951
-6.66481,1,27.075508
-3.931362,1,27.082984
-3.721022,1,27.090467
-5.64357,1,27.098002
-3.069772,1,27.105495
-3.885285,1,27.112909
-6.066754,1,27.120303
-3.52726,1,27.128304
-5.960837,1,27.13659
-3.559401,1,27.144552
-5.560608,1,27.152311
-3.115992,1,27.160089
-3.728996,1,27.16732
-5.984674,1,27.174444
-4.21913,1,27.18201
-6.525391,1,27.189317
-6.172635,1,27.196421
-6.710823,1,27.203541
-3.016145,1,27.211542
-5.262339,1,27.218984
-5.945428,1,27.226828
-3.112031,1,27.234654
-5.570491,1,27.242549
-5.943166,1,27.2507
-6.539058,1,27.258457
-6.417126,1,27.265689
-3.317763,1,27.27321
-4.328611,1,27.280849
-6.062206,1,27.288285
-4.637018,1,27.296039
-6.90129,1,27.303647
-5.998701,1,27.311313
-6.517529,1,27.318791
-3.301955,1,27.326038
-3.451977,1,27.333012
-5.966296,1,27.340217
-3.146166,1,27.347837
-5.097223,1,27.355041
-5.092014,1,27.362645
-5.801451,1,27.370135
-3.056043,1,27.377826
-3.443212,1,27.385722
-6.929947,1,27.393293
-5.325931,1,27.400769
-5.092107,1,27.407977
-3.179827,1,27.415275
-5.136265,1,27.422618
-6.796863,1,27.430271
-6.172125,1,27.437792
-3.092841,1,27.445277
-3.142527,1,27.452628
-6.023159,1,27.459666
-3.80203,1,27.466824
-3.977392,1,27.474364
-3.046079,1,27.481941
-5.657177,1,27.489303
-3.838243,1,27.496291
-6.115719,1,27.503196
-5.209189,1,27.510334
-5.394025,1,27.517699
-5.143059,1,27.525108
-4.847746,1,27.532549
-3.085151,1,27.539967
-3.918963,1,27.547491
-4.470838,1,27.555006
-3.639555,1,27.562557
-3.359969,1,27.570042
-4.408339,1,27.577594
-5.964734,1,27.585078
-6.140465,1,27.592532
-6.434052,1,27.600052
-5.397052,1,27.607684
-5.820163,1,27.61502
-3.272238,1,27.622615
-5.826719,1,27.632098
-5.604668,1,27.640376
-4.423329,1,27.647986
-6.57487,1,27.655783
-5.1824,1,27.664341
-6.258557,1,27.671667
-5.117508,1,27.679282
-5.999805,1,27.686734
-3.66884,1,27.694989
-6.001492,1,27.702587
-4.729077,1,27.709784
-5.400451,1,27.716824
-4.983356,1,27.724117
-3.420876,1,27.731612
-6.776736,1,27.738966
-3.474323,1,27.746208
-5.192124,1,27.753438
-6.329063,1,27.760662
-3.037734,1,27.767966
-6.396028,1,27.77545
-6.136422,1,27.783826
-4.514914,1,27.791981
-3.261213,1,27.800289
-4.203642,1,27.808564
-6.322987,1,27.816673
-5.526022,1,27.825407
-3.712758,1,27.834798
-5.18051,1,27.842829
-5.034006,1,27.850454
-6.752363,1,27.858341
-5.955213,1,27.866128
-5.605067,1,27.873994
-5.608156,1,27.881941
-5.628227,1,27.890028
-3.752753,1,27.898376
-4.222101,1,27.906113
-4.408824,1,27.914762
-3.17956,1,27.922385
-6.014249,1,27.930963
-6.834313,1,27.938915
-3.036938,1,27.947671
-4.80564,1,27.955456
-4.855895,1,27.963626
-3.804651,1,27.971191
-5.679781,1,27.979196
-4.061923,1,27.986802
-4.513625,1,27.994558
-6.333932,1,28.001946
-3.396142,1,28.009548
-4.708605,1,28.017349
-4.073912,1,28.025233
-3.015236,1,28.032984
-3.46766,1,28.041005
-3.512415,1,28.049064
-4.38524,1,28.056714
-4.0167,1,28.064584
-5.536007,1,28.072575
-3.189239,1,28.080926
-3.85333,1,28.08901
-6.906735,1,28.09725
-4.203635,1,28.104784
-6.509332,1,28.112708
-3.334276,1,28.120044
-4.049584,1,28.128217
-3.758448,1,28.136065
-5.951539,1,28.144244
-4.877278,1,28.151938
-4.764712,1,28.159659
-5.200771,1,28.167348
